"genes","pval","padj","log2err","ES","NES","size"
"PID_REG_GR_PATHWAY",0.0871143375680581,0.212938988449193,0.204294756516886,0.354395248235633,1.31239683341972,72
"PID_RETINOIC_ACID_PATHWAY",0.700374531835206,0.950786875179511,0.0590954798717342,0.280485432626768,0.857535944420221,30
"PID_RET_PATHWAY",0.71743119266055,0.963557433433382,0.0570059526582387,0.255752134517723,0.83559363135699,39
"PID_RHOA_PATHWAY",0.725598526703499,0.968756377441254,0.0566484183613995,0.252392028362815,0.841705342592038,44
"PID_RHOA_REG_PATHWAY",0.385474860335196,0.62934671075134,0.0894366833718621,0.314719498966709,1.05738472404232,46
"PID_RHODOPSIN_PATHWAY",0.294845360824742,0.521985619469027,0.111918316325105,-0.388410856190968,-1.12717872226835,21
"PID_RXR_VDR_PATHWAY",0.112621359223301,0.256540681602052,0.184706471207739,0.447613470286974,1.31914426867372,26
"PID_S1P_META_PATHWAY",0.288201160541586,0.512357618740597,0.109250039480711,0.407709795687021,1.15079319999272,21
"PID_S1P_S1P1_PATHWAY",0.032279586738869,0.100403069172221,0.321775918075361,0.539261589195556,1.52210855963809,21
"PID_S1P_S1P2_PATHWAY",0.377470355731225,0.620329261678267,0.0940503465727813,0.368119229075762,1.064974739093,24
"PID_S1P_S1P3_PATHWAY",0.00251587626456497,0.0141739507862815,0.431707695803346,0.585690163913008,1.78165575859937,29
"PID_SHP2_PATHWAY",0.00543228291969528,0.026370305435414,0.407017918923954,0.468051680897131,1.62622543014585,53
"PID_SMAD2_3NUCLEAR_PATHWAY",1.53333783421619e-08,6.63653888203967e-07,0.73376198835648,0.605236298966305,2.26173663044665,79
"PID_SMAD2_3PATHWAY",0.262230919765166,0.47765194857043,0.116234148779716,0.448888142949636,1.17832239336423,16
"PID_SYNDECAN_1_PATHWAY",0.00017124691463915,0.0016004384545715,0.518848077743792,0.583699099137147,1.94116598226429,43
"PID_SYNDECAN_2_PATHWAY",0.02368782338798,0.0784365012847018,0.352487857583619,0.509905516285427,1.57434370667087,31
"PID_SYNDECAN_3_PATHWAY",0.0968379446640316,0.230566534914361,0.20207170902116,0.524433139049237,1.39534103919604,17
"PID_SYNDECAN_4_PATHWAY",0.00101004251999041,0.00675613725746096,0.45505986738723,0.607174456218473,1.84701047251454,29
"PID_TAP63_PATHWAY",0.0498154981549815,0.141305400221378,0.276500599254472,0.417889240683192,1.45193818956225,53
"PID_TCPTP_PATHWAY",0.000622021823935586,0.00445893780598986,0.477270815362862,0.574670025834313,1.88565761013072,41
"PID_TCR_CALCIUM_PATHWAY",0.252895752895753,0.464881898705428,0.11776578836269,0.40628143083953,1.15812739916653,22
"PID_TCR_PATHWAY",0.00309901378406865,0.0169345015522877,0.431707695803346,0.468998131524318,1.68085568029779,61
"PID_TELOMERASE_PATHWAY",0.0456013142130126,0.133091988204315,0.321775918075361,0.395971437517588,1.4257128244389,65
"PID_TGFBR_PATHWAY",0.0105462579524188,0.0426111432420962,0.380730400722792,0.462759101232409,1.61540714954029,54
"PID_THROMBIN_PAR1_PATHWAY",0.397790055248619,0.644716459073936,0.0870515867946735,0.313521681138078,1.03454904614908,42
"PID_TNF_PATHWAY",0.0300694838481292,0.0950062680825567,0.352487857583619,0.432539573527468,1.44225249985557,45
"PID_TOLL_ENDOGENOUS_PATHWAY",3.64254043721335e-05,0.000476149076759915,0.557332238758646,0.734930354213573,2.09495909752784,22
"PID_TRAIL_PATHWAY",0.0337631596035843,0.103863088383542,0.321775918075361,0.523181744913975,1.56115718704498,27
"PID_TRKR_PATHWAY",0.973856209150327,1,0.0508054139066364,-0.186386961743717,-0.678046580265122,60
"PID_TXA2PATHWAY",0.00015971461471207,0.00149966774377531,0.518848077743792,0.55413820565276,1.94671236524543,55
"PID_UPA_UPAR_PATHWAY",0.000265133888380386,0.00226610161008877,0.49849310876659,0.615429959923685,1.97272645789949,36
"PID_VEGFR1_2_PATHWAY",0.00777388034507552,0.0346916544311297,0.407017918923954,0.434560001293122,1.5872541980581,69
"PID_VEGFR1_PATHWAY",0.0236757328076468,0.0784365012847018,0.352487857583619,0.530414839600999,1.56316496737813,26
"PID_WNT_CANONICAL_PATHWAY",0.968810916179337,1,0.0459538081039063,0.202015131367856,0.558660271339119,19
"PID_WNT_NONCANONICAL_PATHWAY",0.176146788990826,0.358021928843142,0.140406238523342,0.38953289714852,1.21605920470257,32
"PID_WNT_SIGNALING_PATHWAY",0.230326295585413,0.435399424547094,0.12384217120105,0.393301150405507,1.17359774800547,27
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",1,1,0.051218434854034,-0.0972779931285391,-0.392851085087195,100
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.713995943204868,0.961610697919014,0.0619762736001998,-0.29711417415331,-0.813408135022981,18
"REACTOME_ABC_TRANSPORTER_DISORDERS",1,1,0.0415717899246479,0.0997758322223049,0.373247385830153,76
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS",0.73046875,0.972514695559765,0.0590954798717342,0.291341490168907,0.810822930574441,20
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS",0.337944664031621,0.575224960053822,0.100633389423036,0.415355697617675,1.10512247910296,17
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.80561122244489,1,0.0557104226766671,-0.257317671941685,-0.771681259348287,23
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.000591133853745424,0.00430154788514642,0.477270815362862,-0.701754528169569,-1.82676640786497,15
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.995670995670996,1,0.0494904866135495,-0.155496916926646,-0.49411747023222,31
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3",0.0434982670803892,0.127748214626694,0.321775918075361,0.504977351630276,1.48819913481611,26
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.415057915057915,0.665156915156915,0.0873098257637931,0.362537764270917,1.03343368946773,22
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.264033264033264,0.48049729578392,0.119887845115423,-0.374684828291041,-1.14910987287296,27
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",0.0193688460961531,0.0670202287064122,0.352487857583619,0.412171979339172,1.54373591365139,74
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.198515769944341,0.389220506178078,0.132147260608774,0.368096420218453,1.19028051761547,37
"REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.86530612244898,1,0.0532386494755899,-0.256923294705381,-0.66880771740795,15
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.421348314606742,0.670936806698633,0.0847985102819124,0.336018196814211,1.02731781486449,30
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",0.881209503239741,1,0.0550211117163117,-0.220685647985403,-0.748536470075605,41
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.0229827513895087,0.0766091712983623,0.352487857583619,0.620933450826667,1.62993788405785,16
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.365180467091295,0.607116321016284,0.10027910675413,-0.335726455422128,-1.05681442320204,29
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.0377352600778435,0.113149205630715,0.321775918075361,0.517282444644408,1.49650627571315,24
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.0764044943820225,0.193897432987155,0.245041785430996,-0.329304703008735,-1.29351171919412,88
"REACTOME_ACTIVATION_OF_SMO",0.010017460674826,0.0411394688904559,0.380730400722792,0.629751646799969,1.70921287750639,18
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.125226860254083,0.277357387052234,0.16823816568964,0.364947613668826,1.29447429312341,58
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.0252565656206587,0.0826728825553476,0.352487857583619,0.479484351670848,1.50620578385987,33
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.507905138339921,0.766649265418749,0.0776798560117236,0.331066743117935,0.957781312482939,24
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.170873786407767,0.350510331092855,0.147331213699377,0.423886765151827,1.24922021774319,26
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0.798828125,1,0.0549073703290958,0.297395334464078,0.768038157474061,15
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.333333333333333,0.570776255707762,0.100633389423036,0.395557783590479,1.09389042897268,19
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.960869565217391,1,0.0513223330421143,-0.193827420556493,-0.627324152866576,33
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",0.120141342756184,0.268772578872894,0.169570644405628,0.310249086995056,1.22321859407108,109
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.484189723320158,0.739220951633829,0.0802023444698144,0.338298658643675,0.978703358227478,24
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.673828125,0.926861244841816,0.0629394692018967,0.304176841012477,0.846544573859444,20
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.613305613305613,0.877404310880706,0.070619624712259,-0.295781420505007,-0.907123333669339,27
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",0.187866927592955,0.374236907555687,0.140406238523342,0.482897263004543,1.26759565301414,16
"REACTOME_AGGREPHAGY",0.289416846652268,0.514061894586621,0.116234148779716,-0.330799693002864,-1.12202871714991,41
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.0111015503964562,0.0444062015858247,0.380730400722792,-0.479915325865154,-1.57479872492987,35
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1",1,1,0.0503964322442957,-0.144654650676869,-0.507220148271415,52
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",5.76638713130356e-05,0.000651569167378934,0.557332238758646,0.669315499740075,2.0360420712287,29
"REACTOME_AMYLOID_FIBER_FORMATION",0.0899082568807339,0.218754882921494,0.20207170902116,0.372368163299264,1.3287799867675,62
"REACTOME_ANCHORING_FIBRIL_FORMATION",0.048828125,0.139508928571429,0.287857117255149,0.598299567270615,1.5451382184328,15
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.979865771812081,1,0.0517405459873163,-0.174339009338246,-0.700456397044858,97
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",2.60450732932182e-05,0.00036426675934571,0.575610261071129,0.67402983480553,2.11733215513804,33
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.0670611439842209,0.175669740887132,0.245041785430996,0.489224208182945,1.42657887293714,25
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",1.39017508005245e-07,4.14977635836551e-06,0.690132458796796,0.554249444893203,2.1409434440537,97
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",1,1,0.0626618230932491,-0.0853656197224232,-0.404010942231438,300
"REACTOME_ANTIMICROBIAL_PEPTIDES",1.05036631706448e-08,5.21109851240943e-07,0.747739663149885,0.774932508930332,2.43429805995662,33
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.99624765478424,1,0.0429311093452583,0.148167095167246,0.555917115352409,80
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",8.56532008189487e-07,1.88248793008679e-05,0.659444398037935,0.481751118663849,1.99489998825859,148
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",0.933980582524272,1,0.0474483193656297,0.222430079592409,0.65551504624481,26
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",0.772727272727273,0.997067448680352,0.0570059526582387,0.277804861671723,0.803693848920671,24
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",0.981851179673321,1,0.042077210988939,0.176176782200696,0.652418033913758,72
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",0.906934306569343,1,0.0459538081039063,0.19732187286767,0.752639508418763,86
"REACTOME_APOPTOSIS",0.00857476716419705,0.0373887158531729,0.380730400722792,0.337581337165972,1.42618489509685,175
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.0304607063642643,0.0959392326433521,0.352487857583619,0.464328506269633,1.50606420200508,38
"REACTOME_APOPTOTIC_EXECUTION_PHASE",0.00733195279122555,0.0332467765302892,0.407017918923954,0.47492768608589,1.62487930739742,50
"REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE",0.3125,0.543478260869565,0.104732821580651,0.403537602269925,1.12307224446401,20
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",0.659176029962547,0.91298619108386,0.0619762736001998,0.260964414861205,0.881834844430193,47
"REACTOME_ARACHIDONIC_ACID_METABOLISM",0.00932154932995692,0.0392374171507725,0.380730400722792,0.468873920765208,1.63675286303383,54
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",1,1,0.0623861492893626,-0.148573785276292,-0.701243581155474,294
"REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS",0.0962800875273523,0.230566534914361,0.213927855492356,-0.402122430348848,-1.33970657001596,39
"REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES",0.634765625,0.893543117974808,0.0658311958368866,0.334724440719723,0.864442420306242,15
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",0.000290385904954768,0.00244021768869553,0.49849310876659,0.535455905828208,1.89926959167547,58
"REACTOME_ASSEMBLY_OF_THE_HIV_VIRION",0.808553971486762,1,0.0562940749700968,-0.28723002567588,-0.758829065206625,16
"REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION",0.0133120548794191,0.0510040416835982,0.380730400722792,0.520023653080505,1.58988283380349,30
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS",0.989059080962801,1,0.0502948063662358,-0.177084151631271,-0.589971569554838,39
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",0.829357798165138,1,0.0502948063662358,0.222275966705661,0.79318235340251,62
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.17658349328215,0.358181527955679,0.143758989039275,0.413123765705181,1.23274778265778,27
"REACTOME_ATTENUATION_PHASE",0.0308774930110348,0.096794648937413,0.352487857583619,0.526078129023738,1.56979990234106,27
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA",0.800738007380074,1,0.0521630305460055,0.230876848035694,0.802171676401015,53
"REACTOME_AURKA_ACTIVATION_BY_TPX2",0.997782705099778,1,0.0504983044100709,-0.16655709364917,-0.625106248219256,72
"REACTOME_AUTOPHAGY",0.987834549878346,1,0.0552495663125249,-0.167873882130887,-0.732280021239465,147
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0.0524271844660194,0.144594125252032,0.276500599254472,0.498098421797841,1.46792650795069,26
"REACTOME_BASE_EXCISION_REPAIR",0.343119266055046,0.579721733567887,0.0952879846194844,0.298279504336071,1.06439775171156,62
"REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",0.11460258780037,0.2599195145779,0.178219874951973,0.409561289003479,1.2920654206554,34
"REACTOME_BASIGIN_INTERACTIONS",0.0671936758893281,0.175669740887132,0.245041785430996,0.491100429025102,1.42076129134191,24
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM",0.996138996138996,1,0.0442407423477375,0.159628389602915,0.455029439327203,22
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING",0.872231686541738,1,0.0445961615888961,0.198896144923465,0.81665927810222,143
"REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE",0.990118577075099,1,0.0455878202571231,0.189933164671676,0.505348574751084,17
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",0.282003710575139,0.504289029655282,0.107972360317345,0.339861145056025,1.11518214932512,41
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",8.9932428148957e-08,3.09769405874321e-06,0.704975715167238,0.701649215957257,2.33993877511762,44
"REACTOME_BIOLOGICAL_OXIDATIONS",0.00942614885616517,0.039439953373076,0.380730400722792,0.334776195576523,1.4143339717103,175
"REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS",0.193675889328063,0.383516612530818,0.13880510939114,0.469230648918368,1.24846569091988,17
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",0.950854700854701,1,0.051011413203915,-0.193068000313996,-0.741543625361242,77
"REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS",0.968565815324165,1,0.0463227785794633,0.213277920368388,0.578858935635657,18
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION",0.698656429942418,0.950786875179511,0.0603786357920401,0.286243353507763,0.854140789346498,27
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",0.829787234042553,1,0.0526973085708419,0.260899690980642,0.736410048119633,21
"REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION",0.955974842767296,1,0.0498907356726307,-0.206066787549108,-0.639012432835842,28
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA",0.440313111545988,0.693732985978983,0.0847985102819124,0.381158920435585,1.00053453947028,16
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION",0.0780399274047187,0.196574124445135,0.216542836735348,0.394834083826495,1.37349469046117,52
"REACTOME_CA2_PATHWAY",0.185454545454545,0.370538552356734,0.135740943810425,0.334271718579262,1.19800587501429,61
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",0.809708737864078,1,0.0540088272801684,0.261199667598398,0.769771392873865,26
"REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN",0.0156493956900951,0.0576925447888452,0.352487857583619,-0.44930095562747,-1.52948777295996,42
"REACTOME_CARDIAC_CONDUCTION",0.273364485981308,0.492914356130622,0.12563992130984,-0.257189449194247,-1.07736951399895,124
"REACTOME_CARGO_CONCENTRATION_IN_THE_ER",0.0814814814814815,0.20193675707926,0.213927855492356,0.438862350765136,1.35499648063255,31
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS",0.932021466905188,1,0.0438002031299891,0.193000686123372,0.750679320399484,100
"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE",0.957446808510638,1,0.0504983044100709,-0.19715009660694,-0.689406437157884,49
"REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND",0.00182104183477996,0.0108395347308331,0.45505986738723,0.718083851103397,1.88495574088553,16
"REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY",0.0178658217649351,0.0629856749372989,0.352487857583619,0.546814243369523,1.6114950131139,26
"REACTOME_CA_DEPENDENT_EVENTS",0.426124197002141,0.676924856238509,0.0916795246008379,-0.303496280480107,-1.00476324619312,36
"REACTOME_CD209_DC_SIGN_SIGNALING",0.384765625,0.629216067048242,0.0922597260527354,0.381467864675078,1.06165068276578,20
"REACTOME_CD28_CO_STIMULATION",0.00858353858599688,0.0373887158531729,0.380730400722792,0.523898484556255,1.64572404676878,33
"REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",0.00697089329172744,0.0321239322199421,0.407017918923954,0.590473095480304,1.6831757949984,22
"REACTOME_CDC42_GTPASE_CYCLE",0.000375786952996698,0.00298243613489443,0.49849310876659,0.406874486121718,1.69996555957788,153
"REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX",0.998171846435101,1,0.0416556773979467,0.165534744244954,0.584700436778768,57
"REACTOME_CELLULAR_HEXOSE_TRANSPORT",0.501014198782961,0.758537772570721,0.0797705918628453,-0.354038757877017,-0.969250311235577,18
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",0.889621087314662,1,0.0421619430092452,0.194113835169351,0.809403707776964,154
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",0.0817051509769094,0.202240472715122,0.208955027549354,0.333316602966172,1.29505999872227,99
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",0.950729927007299,1,0.0438002031299891,0.193301003466951,0.718646863459891,73
"REACTOME_CELLULAR_RESPONSE_TO_STARVATION",0.151162790697674,0.32138082342052,0.144630528034484,0.280827963504069,1.16592254105961,151
"REACTOME_CELLULAR_SENESCENCE",0.00043531574738763,0.00336151156283885,0.49849310876659,0.405154189081818,1.69277797269341,153
"REACTOME_CELL_CELL_COMMUNICATION",0.292768959435626,0.519093899708557,0.102449405629826,0.269657969237878,1.07549899160698,122
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",0.707182320441989,0.956297931632169,0.0578529757032509,0.240922111208671,0.860495217731039,60
"REACTOME_CELL_CYCLE_CHECKPOINTS",0.53343701399689,0.793464517447891,0.0632191170859458,0.220065648497492,0.97574175268069,267
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",0.107272727272727,0.248029427220179,0.183023938384487,0.342400094466614,1.27887155785578,75
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",0.284872298624754,0.507341582590836,0.11101149245045,0.428474352978601,1.16292491732835,18
"REACTOME_CELL_JUNCTION_ORGANIZATION",0.339416058394161,0.576747762776823,0.0956031492204301,0.277050074453028,1.05674464170299,86
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",5.53036075844334e-15,1.22896905743185e-12,0.996986217533181,0.638348607859342,2.56677242703098,126
"REACTOME_CGMP_EFFECTS",0.932790224032587,1,0.0496901392724606,-0.235001577474397,-0.620847444264785,16
"REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY",0.340425531914894,0.577885391444713,0.0988903007520636,0.386951964936919,1.09220257811775,21
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",1.51344307708427e-11,1.44137435912788e-09,0.863415391606693,0.786928075157342,2.57863507465899,40
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",0.107070707070707,0.24784885895997,0.193813302725311,-0.444365198733864,-1.35082567564833,25
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",0.0279052373529131,0.089583426494103,0.352487857583619,0.56620074116446,1.57577468275538,20
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",0.00594091113645157,0.0284254121361319,0.407017918923954,0.481488763600451,1.64732684920216,50
"REACTOME_CHROMATIN_MODIFYING_ENZYMES",0.0218026616203411,0.0736036104037241,0.352487857583619,0.310294379021472,1.34406948582656,223
"REACTOME_CHROMOSOME_MAINTENANCE",0.187610619469027,0.374098942111718,0.132846300606183,0.296944769647754,1.17101315734939,111
"REACTOME_CILIUM_ASSEMBLY",0.994764397905759,1,0.0583452776743612,-0.168797910207411,-0.762761963241117,198
"REACTOME_CIRCADIAN_CLOCK",0.270909090909091,0.489005579258287,0.109250039480711,0.303096314387979,1.11699134769145,70
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",0.801652892561983,1,0.0573667426768556,-0.259705126010644,-0.766874179588496,22
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",8.3671675279141e-07,1.85937056175869e-05,0.659444398037935,0.407978252907538,1.81750783973236,277
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS",0.049927293443732,0.141305400221378,0.321775918075361,0.370976086380958,1.40025395309302,84
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",0.0705645161290323,0.18210197710718,0.241339976815091,-0.484214980958561,-1.46116539419516,24
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",0.0284747792339456,0.0911192935486259,0.352487857583619,0.277495136196915,1.26638154908246,362
"REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT",0.990234375,1,0.0450442767152794,0.178625377643505,0.497126420586043,20
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS",0.989761092150171,1,0.038875878582578,0.169220041463452,0.690825170076305,140
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",0.00932130177432176,0.0392374171507725,0.380730400722792,0.391038888172818,1.51049703651929,97
"REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM",0.993877551020408,1,0.0468819856878333,-0.170811367042669,-0.487548416999843,20
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",0.00305384277435592,0.0167793559030545,0.431707695803346,0.476408553597065,1.71778885482484,67
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION",0.0205262696347093,0.0704251403455437,0.352487857583619,0.467376350464939,1.55865925615528,44
"REACTOME_COLLAGEN_DEGRADATION",0.000141407404048561,0.0013662551115803,0.518848077743792,0.545362240886655,1.92632393823749,57
"REACTOME_COLLAGEN_FORMATION",0.000337363425353147,0.00272361538516322,0.49849310876659,0.477155765048547,1.82405413972181,87
"REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION",1.85530066055669e-05,0.00027485935711951,0.575610261071129,0.791937338548258,2.10708017222444,17
"REACTOME_COMPLEMENT_CASCADE",2.39508450653319e-12,3.19344600871092e-10,0.898671232061694,0.74962287366518,2.61679596652494,54
"REACTOME_COMPLEX_I_BIOGENESIS",0.615384615384615,0.877866783715571,0.0732558655828455,-0.257748258857994,-0.921316517540968,57
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES",0.0153480045245665,0.0568444612020981,0.380730400722792,0.491497409363997,1.55055378531035,34
